,tpr,tnr,rate,test_set,val_set,Tree,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc
254,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2748.2045028489706, 1: 1900.6188865754757}","{0: 662.325, 1: 1389.46}","{0: 0.6133203105491363, 1: 0.6350788210608187}","{0: 0.8114666666666667, 1: 0.8114666666666667}","{0: 0.555, 1: 0.555}","{0: 0.337, 1: 0.337}","{0: 0.48272525027808677, 1: 0.46763666666666664}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
255,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 3345.1938775510203, 1: 1967.5367717101738}","{0: 640.465, 1: 1103.785}","{0: 0.5040816326530613, 1: 0.5324481796475312}","{0: 0.8111333333333334, 1: 0.8111333333333334}","{0: 0.351, 1: 0.351}","{0: 0.336, 1: 0.336}","{0: 0.6666666666666667, 1: 0.633}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
256,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 3445.508405711562, 1: 1859.5063584666666}","{0: 662.325, 1: 775.475}","{0: 0.48572581780209295, 1: 0.30503105019294746}","{0: 0.8223, 1: 0.8223}","{0: 0.094, 1: 0.094}","{0: 0.297, 1: 0.297}","{0: 0.697575083426029, 1: 0.6607866666666667}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
257,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2263.3469387755104, 1: 1793.1384569526308}","{0: 673.255, 1: 1548.81}","{0: 0.7020408163265307, 1: 0.6950537047572892}","{0: 0.811, 1: 0.811}","{0: 0.684, 1: 0.684}","{0: 0.352, 1: 0.352}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
258,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2743.0900985221674, 1: 1714.6630236176786}","{0: 640.465, 1: 1214.48}","{0: 0.614256157635468, 1: 0.6270123276823572}","{0: 0.8143, 1: 0.8143}","{0: 0.439, 1: 0.439}","{0: 0.332, 1: 0.332}","{0: 0.4811494252873563, 1: 0.46622}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
259,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2740.7795911557064, 1: 1706.6764028}","{0: 645.93, 1: 935.01}","{0: 0.6146789403191755, 1: 0.46612590926829267}","{0: 0.8164, 1: 0.8164}","{0: 0.219, 1: 0.219}","{0: 0.317, 1: 0.317}","{0: 0.480437523173897, 1: 0.46558000000000005}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
260,"{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 6100.0}","{0: 684.185, 1: 1955.0}","{0: 0.9, 1: 0.0}","{0: 0.8052, 1: 0.8052}","{0: 1.0, 1: 1.0}","{0: 0.365, 1: 0.365}","{0: 0.0, 1: 0.033666666666666664}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
261,"{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2037.218064175614, 1: 2137.7734831433995}","{0: 656.86, 1: 1672.52}","{0: 0.74341846950126, 1: 0.6834699809496676}","{0: 0.8119, 1: 0.8119}","{0: 0.786, 1: 0.786}","{0: 0.348, 1: 0.348}","{0: 0.26365962180200214, 1: 0.2706966666666666}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
262,"{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2368.6434984449843, 1: 1971.8101818400771}","{0: 678.72, 1: 1368.92}","{0: 0.6827733763138182, 1: 0.6453167630057803}","{0: 0.8114666666666667, 1: 0.8114666666666667}","{0: 0.556, 1: 0.556}","{0: 0.331, 1: 0.331}","{0: 0.3657767890248424, 1: 0.36249999999999993}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
263,"{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2225.4522111870333, 1: 1457.1190449833332}","{0: 651.395, 1: 1062.68}","{0: 0.7089748927379629, 1: 0.6980066533333333}","{0: 0.8147666666666666, 1: 0.8147666666666666}","{0: 0.324, 1: 0.324}","{0: 0.324, 1: 0.324}","{0: 0.3216573971078977, 1: 0.32283666666666666}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
264,"{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 4306.413077569181, 1: 2642.3074342}","{0: 695.115, 1: 841.635}","{0: 0.3281952282581554, 1: 0.14975851215686276}","{0: 0.7599333333333332, 1: 0.7599333333333332}","{0: 0.111, 1: 0.111}","{0: 0.655, 1: 0.655}","{0: 0.9628327771598071, 1: 0.93292}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
265,"{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 4427.04081632653, 1: 1955.0}","{0: 716.975, 1: 716.975}","{0: 0.30612244897959184, 1: 0.0}","{0: 0.7526666666666666, 1: 0.7526666666666666}","{0: 0.0, 1: 0.0}","{0: 0.677, 1: 0.677}","{0: 1.0, 1: 0.9663333333333334}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
266,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2885.7157928310367, 1: 2174.4940207647587}","{0: 667.79, 1: 1223.14}","{0: 0.5881581348891058, 1: 0.5798908392739425}","{0: 0.762, 1: 0.762}","{0: 0.429, 1: 0.429}","{0: 0.661, 1: 0.661}","{0: 0.5250945494994438, 1: 0.5393933333333333}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
267,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 3345.1938775510203, 1: 2043.5688970690192}","{0: 667.79, 1: 1112.445}","{0: 0.5040816326530613, 1: 0.49878358762477154}","{0: 0.7581, 1: 0.7581}","{0: 0.341, 1: 0.341}","{0: 0.668, 1: 0.668}","{0: 0.6666666666666667, 1: 0.6666666666666666}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
268,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 3577.5924101609503, 1: 1888.102924}","{0: 667.79, 1: 954.23}","{0: 0.4615567410501464, 1: 0.29307416371308015}","{0: 0.7586666666666666, 1: 0.7586666666666666}","{0: 0.217, 1: 0.217}","{0: 0.665, 1: 0.665}","{0: 0.738272154245458, 1: 0.73104}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
269,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2263.3469387755104, 1: 1913.997344492889}","{0: 695.115, 1: 1508.445}","{0: 0.7020408163265307, 1: 0.6707159594314177}","{0: 0.7579333333333332, 1: 0.7579333333333332}","{0: 0.641, 1: 0.641}","{0: 0.67, 1: 0.67}","{0: 0.3333333333333333, 1: 0.36699999999999994}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
270,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2856.0763155206464, 1: 1906.5825188494784}","{0: 689.65, 1: 1385.87}","{0: 0.5935816440035414, 1: 0.57465979981292}","{0: 0.7577999999999999, 1: 0.7577999999999999}","{0: 0.544, 1: 0.544}","{0: 0.668, 1: 0.668}","{0: 0.5159621802002224, 1: 0.5311833333333332}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
271,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 3195.829203423305, 1: 1760.4110809333333}","{0: 706.045, 1: 1212.025}","{0: 0.531412771560237, 1: 0.4168542133840545}","{0: 0.7619, 1: 0.7619}","{0: 0.433, 1: 0.433}","{0: 0.654, 1: 0.654}","{0: 0.6206451612903227, 1: 0.6252933333333333}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
272,"{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 6100.0}","{0: 684.185, 1: 1955.0}","{0: 0.9, 1: 0.0}","{0: 0.7575333333333333, 1: 0.7575333333333333}","{0: 1.0, 1: 1.0}","{0: 0.663, 1: 0.663}","{0: 0.0, 1: 0.06733333333333333}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
273,"{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2145.8119103993095, 1: 2439.976445053059}","{0: 716.975, 1: 1811.12}","{0: 0.7235476833670065, 1: 0.6187222095755307}","{0: 0.7557333333333334, 1: 0.7557333333333334}","{0: 0.891, 1: 0.891}","{0: 0.669, 1: 0.669}","{0: 0.2971190211345939, 1: 0.3344433333333332}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
274,"{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2876.4256277950553, 1: 2328.7752009160304}","{0: 684.185, 1: 1663.28}","{0: 0.5898580735965132, 1: 0.5295726625954198}","{0: 0.7561, 1: 0.7561}","{0: 0.779, 1: 0.779}","{0: 0.679, 1: 0.679}","{0: 0.5222321097515757, 1: 0.53682}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
275,"{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 3486.33940307825, 1: 1720.9759248}","{0: 706.045, 1: 1573.52}","{0: 0.4782544550634492, 1: 0.48901116}","{0: 0.7490333333333333, 1: 0.7490333333333333}","{0: 0.711, 1: 0.711}","{0: 0.711, 1: 0.711}","{0: 0.7101557285873192, 1: 0.7057633333333333}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
276,"{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 4427.04081632653, 1: 2793.81}","{0: 738.835, 1: 738.835}","{0: 0.30612244897959184, 1: 0.09933333333333334}","{0: 0.6998333333333334, 1: 0.6998333333333334}","{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
277,"{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 4427.04081632653, 1: 1955.0}","{0: 711.51, 1: 711.51}","{0: 0.30612244897959184, 1: 0.0}","{0: 0.7019333333333333, 1: 0.7019333333333333}","{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
278,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2969.8928711039475, 1: 2394.757706841388}","{0: 716.975, 1: 1138.265}","{0: 0.5727551928446574, 1: 0.5317142469729136}","{0: 0.6988666666666666, 1: 0.6988666666666666}","{0: 0.344, 1: 0.344}","{0: 1.0, 1: 1.0}","{0: 0.5510307749351131, 1: 0.5963766666666667}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
279,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 3345.1938775510203, 1: 2108.467445474766}","{0: 722.44, 1: 1136.365}","{0: 0.5040816326530613, 1: 0.49278221069585637}","{0: 0.6996, 1: 0.6996}","{0: 0.326, 1: 0.326}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666667, 1: 0.7003333333333334}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
280,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 3717.3179363692084, 1: 1903.9544235500002}","{0: 700.58, 1: 1128.655}","{0: 0.43598939865156294, 1: 0.3152022401449275}","{0: 0.7001000000000001, 1: 0.7001000000000001}","{0: 0.345, 1: 0.345}","{0: 1.0, 1: 1.0}","{0: 0.7813236929922137, 1: 0.8034100000000001}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
281,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2263.3469387755104, 1: 1953.932157099272}","{0: 706.045, 1: 1539.755}","{0: 0.7020408163265307, 1: 0.6609233016439725}","{0: 0.7019333333333333, 1: 0.7019333333333333}","{0: 0.673, 1: 0.673}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.4006666666666666}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
282,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2958.3162664865727, 1: 1932.7555728270147}","{0: 711.51, 1: 1506.94}","{0: 0.5748735102494836, 1: 0.561291038343438}","{0: 0.6980666666666666, 1: 0.6980666666666666}","{0: 0.644, 1: 0.644}","{0: 1.0, 1: 1.0}","{0: 0.5474638487208009, 1: 0.59317}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
283,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 3675.5482953848946, 1: 1862.826752}","{0: 706.045, 1: 1539.36}","{0: 0.443632516855463, 1: 0.38110148847081526}","{0: 0.6987666666666666, 1: 0.6987666666666666}","{0: 0.652, 1: 0.652}","{0: 1.0, 1: 1.0}","{0: 0.7684538375973304, 1: 0.79184}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
284,"{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 6100.0}","{0: 695.115, 1: 1955.0}","{0: 0.9, 1: 0.0}","{0: 0.6979333333333333, 1: 0.6979333333333333}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.101}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
285,"{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2263.3469387755104, 1: 2553.8857969668834}","{0: 711.51, 1: 1955.0}","{0: 0.7020408163265307, 1: 0.5871127601361807}","{0: 0.7013666666666667, 1: 0.7013666666666667}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333332, 1: 0.40066666666666656}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
286,"{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 3345.1938775510203, 1: 2720.155934012615}","{0: 689.65, 1: 1955.0}","{0: 0.5040816326530613, 1: 0.4160736778262979}","{0: 0.7012999999999999, 1: 0.7012999999999999}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.7003333333333333}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
287,"{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 4427.04081632653, 1: 1955.0}","{0: 716.975, 1: 1955.0}","{0: 0.30612244897959184, 1: 0.29}","{0: 0.7014, 1: 0.7014}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.9, 1: 0.9}","{0: 0.30612244897959184, 1: 0.30612244897959184}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
